Pid,Vis_Type,cp,cp_explicit,eli5,lime,shap,forceshap,anchors,interactive,interactive_lower_bias_percep,interactive_higher_bias_percep,interactive_fair,initial_visualizations,Age,Age_Below_37,Gender,Education_Num,Education,Income_Num,Income,Race/Ethnicity_Num,Race/Ethnicity,Familiarity_Num,Familiarity,I_understand_model_decisions,I_understand_model_output,I_recommend_other_people,qualitative_model_perception,comprehension,trust,likert only trust,discriminate Age,discriminate Hours per week,discriminate Occupation,discriminate Education,discriminate Sex,discriminatory,bias operational,person,correct output,correct pushing,correct power,computers can make human decisions,this model will or shouldnt give me a loan,this model will give me a loan,this model shouldnt give me a loan,order seen
21,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,2,14,7,3,3,1,0,0,1,1,1,3,man 1,1,5,1,0,0,0,0,1
21,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,2,14,7,2,2,1,0,0,1,1,1,3,man 2,1,5,1,0,0,0,0,3
21,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,2,14,6,2,2,1,0,0,1,1,1,3,man 3,0,5,1,0,0,0,0,2
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,2,2,2,1,0,0,1,1,1,4,side by side,2,0,0,0,0,0,0,6
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,6,4,4,1,0,0,1,1,1,3,wom 1,1,4,1,0,1,0,1,2
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,7,4,4,1,0,0,1,1,1,3,wom 2,1,5,1,0,1,0,1,0
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,7,4,4,1,0,0,1,1,1,3,wom 3,1,5,1,0,0,0,0,3
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,6,4,4,1,0,0,1,1,1,3,man 1,1,4,1,0,0,0,0,5
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,6,4,4,1,0,0,1,1,1,3,man 2,0,5,1,0,0,0,0,4
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,5,4,4,1,0,0,1,1,1,3,man 3,1,3,1,0,1,0,1,1
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,2,4,4,1,1,1,1,1,1,4,side by side,2,0,0,0,0,0,0,6
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,4,4,1,1,1,1,1,1,3,wom 1,1,5,1,0,0,0,0,4
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,6,6,1,1,1,1,1,1,2,wom 2,1,5,1,0,0,0,0,0
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,4,4,1,1,1,1,1,1,3,wom 3,1,5,1,0,0,0,0,2
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,6,6,1,1,1,1,1,1,3,man 1,1,5,1,0,0,0,0,1
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,4,4,1,1,1,1,1,1,3,man 2,1,5,1,0,0,0,0,3
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,4,4,1,1,1,1,1,1,3,man 3,1,5,1,0,0,0,0,5
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,2,3,3,1,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,7,4,4,1,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,0
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,7,4,4,1,0,0,0,1,1,3,wom 2,1,5,1,0,0,0,0,2
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,7,4,4,1,0,0,0,1,1,3,wom 3,1,5,1,0,0,0,0,1
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,6,4,4,1,0,0,0,1,1,3,man 1,0,5,1,0,0,0,0,4
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,7,4,4,1,0,0,0,1,1,3,man 2,1,5,1,0,0,0,0,3
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,7,4,4,1,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,5
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,2,6,6,0,0,0,0,1,1,4,side by side,2,0,0,0,1,1,0,6
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,7,7,7,0,0,0,0,1,1,3,wom 1,1,5,1,0,1,1,0,4
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,7,7,7,0,0,0,0,1,1,3,wom 2,1,5,1,0,1,1,0,0
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,7,8,8,0,0,0,0,1,1,3,wom 3,1,5,1,0,1,1,0,3
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,7,7,7,0,0,0,0,1,1,3,man 1,1,5,1,0,1,1,0,2
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,7,7,7,0,0,0,0,1,1,3,man 2,1,5,1,0,1,1,0,5
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,5,7,7,0,0,0,0,1,1,3,man 3,1,3,1,0,1,1,0,1
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,2,5,3,0,0,0,0,1,1,4,side by side,2,0,0,0,1,0,1,6
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,5,3,0,0,0,0,1,1,3,wom 1,1,5,1,0,1,0,1,4
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,5,3,0,0,0,0,1,1,3,wom 2,1,5,1,0,1,0,1,5
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,6,4,0,0,0,0,1,1,3,wom 3,1,5,1,0,1,0,1,0
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,5,3,0,0,0,0,1,1,3,man 1,1,5,1,0,1,0,1,3
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,6,4,0,0,0,0,1,1,3,man 2,1,5,1,0,1,0,1,1
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,5,3,0,0,0,0,1,1,3,man 3,1,5,1,0,1,0,1,2
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,2,5,5,0,0,0,0,1,1,3,side by side,2,0,0,0,1,1,1,6
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,6,5,5,0,0,0,0,1,1,2,wom 1,1,4,1,0,1,1,1,3
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,7,5,5,0,0,0,0,1,1,2,wom 2,1,5,1,0,1,1,1,5
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,7,6,6,0,0,0,0,1,1,2,wom 3,1,5,1,0,1,1,1,2
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,6,5,5,0,0,0,0,1,1,2,man 1,1,4,1,0,1,1,1,1
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,7,5,5,0,0,0,0,1,1,2,man 2,1,5,1,0,1,1,1,4
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,5,5,5,0,0,0,0,1,1,2,man 3,1,3,1,0,1,1,1,0
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,2,7,6,0,0,0,0,1,1,3,side by side,2,0,0,0,1,0,1,6
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,12,9,0,0,0,0,1,1,1,wom 1,1,5,1,1,1,0,1,1
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,13,10,0,0,0,0,1,1,1,wom 2,1,5,1,1,1,0,1,5
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,13,10,0,0,0,0,1,1,1,wom 3,1,5,1,1,1,0,1,3
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,13,10,0,0,0,0,1,1,1,man 1,1,5,1,1,1,0,1,4
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,13,10,0,0,0,0,1,1,1,man 2,1,5,1,1,1,0,1,2
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,12,9,0,0,0,0,1,1,1,man 3,1,5,1,1,1,0,1,0
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,2,11,8,1,0,0,0,0,1,1,side by side,2,0,0,1,1,1,1,6
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,12,9,1,0,0,0,0,1,0,wom 1,1,5,1,1,1,1,1,1
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,9,6,1,0,0,0,0,1,0,wom 2,1,5,1,1,1,1,1,3
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,9,6,1,0,0,0,0,1,0,wom 3,1,5,1,1,1,1,1,4
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,11,8,1,0,0,0,0,1,0,man 1,1,5,1,1,1,1,1,2
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,11,8,1,0,0,0,0,1,0,man 2,1,5,1,1,1,1,1,5
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,11,8,1,0,0,0,0,1,0,man 3,1,5,1,1,1,1,1,0
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,2,12,10,0,1,1,1,0,1,1,side by side,2,0,0,1,1,1,1,6
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,5,8,5,0,1,1,1,0,1,1,wom 1,1,3,1,1,1,1,1,5
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,4,10,8,0,1,1,1,0,1,3,wom 2,1,2,1,0,1,1,1,0
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,0,9,7,0,1,1,1,0,1,2,wom 3,0,0,0,1,1,1,1,4
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,2,6,4,0,1,1,1,0,1,0,man 1,1,1,0,0,1,1,1,3
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,2,9,7,0,1,1,1,0,1,1,man 2,0,2,0,1,1,1,0,1
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,1,9,7,0,1,1,1,0,1,2,man 3,1,0,0,1,1,1,0,2
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,2,10,7,0,0,0,0,1,1,3,side by side,2,0,0,1,1,1,0,6
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,6,4,0,0,0,0,1,1,3,wom 1,1,5,1,1,1,1,0,0
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,10,7,0,0,0,0,1,1,0,wom 2,1,5,1,1,1,0,1,4
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,12,9,0,0,0,0,1,1,2,wom 3,1,5,1,1,1,0,1,2
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,9,6,0,0,0,0,1,1,0,man 1,1,5,1,1,1,0,1,3
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,14,11,0,0,0,0,1,1,0,man 2,1,5,1,1,1,0,1,5
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,9,6,0,0,0,0,1,1,2,man 3,1,5,1,1,1,1,0,1
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,2,13,10,0,0,0,0,0,0,1,side by side,2,0,0,1,1,1,1,6
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,7,13,10,0,0,0,0,0,0,1,wom 1,1,5,1,1,1,1,0,0
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,6,13,10,0,0,0,0,0,0,1,wom 2,1,4,1,1,1,1,0,1
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,7,13,10,0,0,0,0,0,0,1,wom 3,1,5,1,1,1,1,1,5
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,6,13,10,0,0,0,0,0,0,1,man 1,1,4,1,1,1,1,0,3
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,7,13,10,0,0,0,0,0,0,1,man 2,1,5,1,1,1,1,0,4
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,7,13,10,0,0,0,0,0,0,1,man 3,1,5,1,1,1,1,0,2
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,2,8,6,1,1,1,1,1,1,4,side by side,2,0,0,1,0,0,0,6
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,6,6,4,1,1,1,1,1,1,3,wom 1,1,4,1,1,0,0,0,5
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,7,6,4,1,1,1,1,1,1,3,wom 2,1,5,1,1,0,0,0,3
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,7,6,4,1,1,1,1,1,1,3,wom 3,1,5,1,1,0,0,0,4
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,6,6,4,1,1,1,1,1,1,3,man 1,1,4,1,1,0,0,0,2
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,7,6,4,1,1,1,1,1,1,3,man 2,1,5,1,1,0,0,0,1
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,6,6,4,1,1,1,1,1,1,3,man 3,1,4,1,1,0,0,0,0
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,2,3,3,1,0,0,0,0,1,4,side by side,2,0,0,0,0,0,0,6
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,4,4,1,0,0,0,0,1,3,wom 1,1,5,1,0,0,0,0,3
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,4,4,1,0,0,0,0,1,3,wom 2,1,5,1,0,0,0,0,5
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,4,4,1,0,0,0,0,1,3,wom 3,1,5,1,0,0,0,0,2
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,4,4,1,0,0,0,0,1,3,man 1,1,5,1,0,0,0,0,1
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,4,4,1,0,0,0,0,1,3,man 2,1,5,1,0,0,0,0,4
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,5,5,1,0,0,0,0,1,3,man 3,1,5,1,0,1,1,0,0
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,2,7,6,1,1,1,1,1,1,4,side by side,2,0,0,1,0,0,0,6
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,6,7,6,1,1,1,1,1,1,3,wom 1,1,4,1,1,0,0,0,4
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,7,7,6,1,1,1,1,1,1,3,wom 2,1,5,1,1,0,0,0,2
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,6,7,6,1,1,1,1,1,1,3,wom 3,1,4,1,1,0,0,0,0
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,5,7,6,1,1,1,1,1,1,3,man 1,1,3,1,1,0,0,0,1
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,7,7,6,1,1,1,1,1,1,3,man 2,1,5,1,1,0,0,0,3
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,5,7,6,1,1,1,1,1,1,3,man 3,1,3,1,1,0,0,0,5
